dataset,system_id,family,dimension,condition_exponent,epsilon,seed,U_legacy,U_source_z,U_source_zg,U_binary_z,U_binary_zg,U_sub,U_source_r1,U_binary_r1,error_source_direct,error_binary_direct,error_source_z,error_source_zg,error_binary_z,error_binary_zg,error_subtraction,source_drift_z,source_drift_zg,arithmetic_error_z,arithmetic_error_zg,source_coverage,binary_coverage,source_severe_undercoverage,binary_severe_undercoverage,source_parent_z_coverage,source_parent_zg_coverage,binary_parent_z_coverage,binary_parent_zg_coverage,subtraction_coverage,eta_source_reference,eta_binary_reference,relative_U_source_r1,relative_U_binary_r1,source_reference_label,binary_reference_label,maximum_reference_relative_residual,finite
development,NONSYMMETRIC_D08_C08_E1eM16,NONSYMMETRIC,8,8,1e-16,15476274101243800514,2.6541318215173967e-09,0.00000000175071498376765211646650893185914515827182933,0.000000000745117905853375544328604073588552806860039907,0.00000000105041388346798564474038865455065573751606739,0.00000000205516512669261578705989957373588394081068373,2.52194191494952347837450012299768320024365436e-16,0.00000000249583314181521915574746084289771026490018927,0.00000000310557926235479292675263606573655197809507114,1.79012636631931076078269434100294060344788448e-16,1.7398506452658846937749077697220104852244034e-16,1.40597812746822590091311579343768499129025881e-16,2.12861463713693559927925547702536000955933694e-16,1.15906916718198734015932657308062568447727375e-16,1.38994627613824400344725537891782408158844472e-16,0.0,6.41984691911158628554608086944846720209150194e-17,9.50467957193024948761277805819392787316709317e-17,1.15906916718198734015932657308062568447727375e-16,1.38994627613824400344725537891782408158844472e-16,True,True,False,False,True,True,True,True,True,0.00000000618486126036629057734625016940959935165929812,0.000000006184861261108547452091936350692958785095046,0.00000000219745855174873890111059599909339771414733422,0.00000000273431007620633967071716488504617485531292176,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D08_C08_E1eM15,NONSYMMETRIC,8,8,1e-15,10580511436794185340,1.4501815913736822e-08,0.000000017848936045154607602017464272291900544796684,0.0000000249325127382006805223131280596981853965539777,0.0000000158432242771792496869264946553899459718718615,0.0000000140673896884021981722802247017572298247030371,3.35279999633760756527636224433853390268668552e-16,0.000000042781449118635287758091348859626310375204052,0.0000000299106143008614474929674758847834002304282889,2.01650593298418089228023888880777709692359145e-16,1.94496615728108594481236231469823520622872161e-16,2.57873048455635393363623628313317046884661539e-16,3.01263616454834518555983063187723610239459828e-16,2.08247574185522839688416903473993585848528469e-16,1.94521383023812800504092408301187461197148336e-16,0.0,8.88468421807443350278340358553253630689795938e-17,1.94234704712618518690347283125070296938042966e-16,2.08247574185522839688416903473993585848528469e-16,1.94521383023812800504092408301187461197148336e-16,True,True,False,False,True,True,True,True,True,0.0000000265564271379919571922212972105025861208760798,0.0000000265564271473523106146033487026179694750107488,0.0000000283327068198821193086306276960995670315054553,0.0000000198087882305917104620929145606752368031318889,RESOLUTION_LIMITED,TRANSITION,0.0,True
development,NONSYMMETRIC_D08_C08_E1eM14,NONSYMMETRIC,8,8,1e-14,5279057991999966420,2.366936254650078e-09,0.00000000106382345300422020337473384792999338902692323,0.00000000217288919725546530858372277490626702568725895,0.000000000982867980005402854019942701468719431319674749,0.00000000175170489941623559968345746196451504739933962,2.81742976106447971425934525203136320599085535e-16,0.00000000323671293200266161840642804877078561785050278,0.00000000273457316116461456015137158936775968185533497,1.45767840921920481499967138971748144500452656e-16,1.25453541926145764734022022678990888535228114e-16,1.15411141123299370831679103681287743230891637e-16,1.34164359298875069889548490366680630302884028e-16,1.0478316736678471433418170609824066010525069e-16,1.06246288807447161277753447266951366344427021e-16,0.0,4.48150166687604878231793528736782418057512753e-17,4.48059103207467720961750307970166828844159319e-17,1.0478316736678471433418170609824066010525069e-16,1.06246288807447161277753447266951366344427021e-16,True,True,False,False,True,True,True,True,True,0.000000551890474690918747580280213572404571704860295,0.000000551890474684398424448259299862041933363075491,0.00000000255088714371996819001886899975863399484794927,0.00000000215514556493598602747453882631293101026393848,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D08_C08_E1eM12,NONSYMMETRIC,8,8,1e-12,11126506733593128353,8.749135153690877e-09,0.00000000344297212092412077414881989266810181705231778,0.00000000457156687478583326461099054891583032232461035,0.0000000020480618776518804904457981952827408856831363,0.000000000399744224909919679482111688658606604906400794,3.27091311991219962992977971795705689662907628e-16,0.0000000080145393228012660299797734345619039350826178,0.00000000244780642965311216114787287691931928629522676,2.32525854834262600700095004614494745712738591e-16,2.18861366270207152754623413509136465938484819e-16,1.24064628784931238908427331530870000921583554e-16,3.23035173165215077116116297575654395335803359e-16,8.63236785856599506283114108416771380829795044e-17,2.68850173356234915195699173322738774319290353e-16,0.0,1.07836333481490953494085231182821883166938547e-16,1.08697967568685566469711603813130080221916568e-16,8.63236785856599506283114108416771380829795044e-17,2.68850173356234915195699173322738774319290353e-16,True,True,False,False,True,True,True,True,True,0.0000145748701807696436540138492455592971020501844,0.0000145748701807656694852430859552388095047713347,0.00000000544062380185680291825298896779659453257451359,0.00000000166167927900989274110780740477283376517360583,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D08_C08_E1eM8,NONSYMMETRIC,8,8,1e-8,8643252055699451114,4.118283748299586e-09,0.00000000256387834659174459587153599126745785445982674,0.00000000646503371670544207690504908113373960341035463,0.00000000630718894780449795609083310976716798584892579,0.00000000270704416494625638748025013409103475818536965,3.19540446182062604147603624893401376557248694e-16,0.00000000902891238283763285483918922000482235127155792,0.000000009014233432291200525633687391461827637435672,4.3188848976189697488699902644045498194749339e-16,4.2614832860887518135741605767611649656861655e-16,3.76791522967873413573110497578983619287884128e-16,4.790637410242457402180037131511687078912423e-16,3.18490194743505816164427062736065553179475266e-16,4.22297422592359933946889316312311977152367642e-16,0.0,8.62037140556678887013466202186432548070620226e-17,1.09783152631420770066305491255898214400102654e-16,3.18490194743505816164427062736065553179475266e-16,4.22297422592359933946889316312311977152367642e-16,True,True,False,False,True,True,True,True,True,0.0513601816408655014507835996411045378014135499,0.0513601816408654944238962839208652523142074461,0.00000000621575962258535514256959905826467067612202378,0.0000000062056542162817262992906760448548190437737278,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D08_C10_E1eM16,NONSYMMETRIC,8,10,1e-16,10905083731053522153,7.856247395709519e-07,0.000000892870698729260261421259298458181957209539535,0.00000160135969826261986048850223442123247445835003,0.000000818731280305676550926856854110786401309662149,0.000000924186702854036930956115097889556895909853306,3.03641388567982003748299611189409779184623023e-16,0.00000249423039729552151047774353662771404285729934,0.00000174291798346335487045095395574864290840892523,2.85753383105835022462720281984731014179249056e-16,2.87732373753019406111908526605057557074149653e-16,1.1420331686685094347638961911262846977143523e-16,3.30718446648305942514926911515145413247558775e-16,1.42035831299563082393488855538142796234002418e-16,2.84245102344245796761694491083936387629218347e-16,0.0,8.15960316778618784290142255329993788774254966e-17,1.29036260124605935998173490238126135930691817e-16,1.42035831299563082393488855538142796234002418e-16,2.84245102344245796761694491083936387629218347e-16,True,True,False,False,True,True,True,True,True,0.000000513395893218171504376987352740040119356278293,0.000000513395893249939074953704747447662904111371449,0.0000018239619089618721914455988213614441307730091,0.00000127454785882201772615288048028585925347415403,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,NONSYMMETRIC_D08_C10_E1eM15,NONSYMMETRIC,8,10,1e-15,12947318123120723973,2.2578391868267631e-07,0.000000198397449129366545290590328265580581820255343,0.000000560795749929793457098036641560540391142274682,0.000000218880278416540063826948065834600564406934516,0.000000197880712056948710861470612983358049796425427,2.95410971287613595943347811654814307538268596e-16,0.000000759193199354570973676240565769468784617344333,0.00000041676099076889974597603227476130642585817425,4.42054166980785022391556857758627125348699122e-16,3.61980743437493139919940598296122468507416456e-16,1.87796776174723145701481292843904115468648596e-16,4.56474119085283663938686930078253393489253225e-16,1.49307176543658490732766651874962577910035021e-16,3.29511724277916769844458250302496524219628735e-16,0.0,1.21160490298759552425998027761052795967884557e-16,1.52731612444404387885170955829049685563474943e-16,1.49307176543658490732766651874962577910035021e-16,3.29511724277916769844458250302496524219628735e-16,True,True,False,False,True,True,True,True,True,0.00000304241899415202621103545744525561727596251038,0.00000304241899413181494443184156049653103295863559,0.000000570644552781623083123189015490676627788148252,0.000000313256743337967133115281130489862313052571223,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D08_C10_E1eM14,NONSYMMETRIC,8,10,1e-14,8012215977230250822,8.980859323001697e-07,0.000000217958921371974490957350335256932422070441907,0.000000301769341456825131515611784865949087321188463,0.000000110106267375701209237121347643290209713829965,0.000000549042750306593781485038920955981720006247942,3.44699975851322120732649132299882870819638702e-16,0.00000051972826317349959832428424085553064169151324,0.000000659149018026994966573482389331921062019960778,3.8369412210313280250376070513332658875874678e-16,3.66029397330979384825159588820680177183503471e-16,2.65410650965456807459061273839130775415290782e-16,1.77029789967178251097618612499165713944149124e-16,2.41227649386251799738522669270657931235211571e-16,2.13736888673349783001098338981304996238453073e-16,0.0,1.49648650393666380388128922779036098666352801e-16,1.92019330687364975754052388561005385030927634e-16,2.41227649386251799738522669270657931235211571e-16,2.13736888673349783001098338981304996238453073e-16,True,True,False,False,True,True,True,True,True,0.0000580780988314357038394771180997168313029007641,0.000058078098831409604368720745370005916451918712,0.000000334786404651004680624796748832785957348194341,0.000000424595207747689558700050991792564557405293717,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D08_C10_E1eM12,NONSYMMETRIC,8,10,1e-12,5548796162926088972,8.139059544420816e-07,0.000000661415765380413213374288998771832968420000925,0.00000142702888959282440681751065907830157963927593,0.000000402525373760126449480246254082045648931378343,0.00000178976264976125804083902510426045738173146113,3.90251498722272812603277836641450694168154853e-16,0.00000208844465536348911891407247045341238470072755,0.00000219228802391163598904154417094578086730429017,3.72815166504232467659294386788019132689306366e-16,3.40349934146997062688719430032957965240915252e-16,2.27798719095542068907797463851905951243434549e-16,2.60180288835200477322851485602500873634733865e-16,2.68969860015170388587765959102847246189926085e-16,2.90483870435826552671886880276108731152960202e-16,0.0,7.45676673927992975482163171719532593065798175e-17,1.53531093860237228995915571459411856425144297e-16,2.68969860015170388587765959102847246189926085e-16,2.90483870435826552671886880276108731152960202e-16,True,True,False,False,True,True,True,True,True,0.00121482947937799347022703527737988969311415102,0.00121482947937800636553701910007363676009423186,0.0000011880746544864570032055599961259579602072667,0.00000124714908286151800739049482078329933891438118,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D08_C10_E1eM8,NONSYMMETRIC,8,10,1e-8,7114902211182750907,1.2597982923074494e-10,0.000000107765292153161352549889924461349772396605034,0.0000000000458891716628063684566512683915221822605231304,0.000000105565654941877002346457699623697097786317067,0.000000000268587881048620004521533964358042594680154052,2.49628655497112620713685148377481527339274913e-16,0.000000107811181574452814415459196443426442956347085,0.000000105834243072554277848091854301740288758478748,2.73844967688554034235726420033642759443183503e-16,2.38246520883061533836979142897466547760248162e-16,1.69967494438814793619541293111650195333108512e-16,1.59959971647642575106431095952119296366308722e-16,1.43973779108072954382124059256093251202897682e-16,1.70467978842577532640350278308055807231863104e-16,3.16557328803012181152998437687447911876007482e-17,6.59983118787940543026514181303673124599588439e-17,4.44420477715998246557004811941555510717578194e-17,1.43973779108072954382124059256093251202897682e-16,1.70467978842577532640350278308055807231863104e-16,True,True,False,False,True,True,True,True,True,0.483364068408720082320571483749338947666226224,0.48336406840872007039431560461121093783681288,0.0000000865960249124174403405498073978264468565909548,0.0000000850081096956409902635501065240805912107126363,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C02_E1eM16,NONSYMMETRIC,16,2,1e-16,8989755795307285492,1.9634551904783834e-14,0.0000000000000214386394819976541117354567631680972282037674,0.0000000000000288324809894310857395982647830650662917335613,0.0000000000000145946641064922961384244245798608457709188299,0.0000000000000100016445421050154469057600370748308488186249,4.52883909360293449397647524225384361813277821e-16,0.0000000000000507240043807890333007313690704585478817506066,0.0000000000000250491925579576050347278321411610609815507326,2.85602264675184395507481651296874452118025355e-16,2.05599675831028797412765748605081393430287294e-16,3.8312749397741943805265582570562656197801026e-16,4.67987306371943536585822571529880509083082702e-16,2.64689914320293730591417108859346604328740945e-16,3.13601718897960133576830478697995759755509733e-16,0.0,1.62509683806784826514646585471800595353625153e-16,2.14366357114657208044294964718908373392623583e-16,2.64689914320293730591417108859346604328740945e-16,3.13601718897960133576830478697995759755509733e-16,True,True,False,False,True,True,True,True,True,4.90439153614807792119183919610842855461295733e-15,4.93184986426892840035167767480655874232815667e-15,0.0000000000000248694892447316522550050932944448703766452372,0.000000000000012281377081997019352857455047700308006629955,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,NONSYMMETRIC_D16_C02_E1eM15,NONSYMMETRIC,16,2,1e-15,1534121424362681866,2.927966871594974e-14,0.0000000000000498714144365548921903188903076246264626760852,0.0000000000000661001447720199331733719726167764771606564776,0.0000000000000428255464115725164849221483548777160594857845,0.000000000000043770296855183425473002120696069888071041147,5.28260868531760256056277687992321165396700034e-16,0.000000000000116499820077106585619747140612393424788729263,0.0000000000000871241041352877022139805467389399252959236315,3.90062737404404336734286199156912801329590283e-16,3.62287420523238681220553613816253149220843749e-16,4.68642024511399135086488130750099607139153063e-16,5.76675434370027008814906122391973967211764156e-16,4.00645272619732758205255809269463359248600551e-16,4.30205368147945153783411889987352453443637876e-16,0.0,1.88068827872898132726977216805782434856695816e-16,2.3854460125471487730559832586916096581175194e-16,4.00645272619732758205255809269463359248600551e-16,4.30205368147945153783411889987352453443637876e-16,True,True,False,False,True,True,True,True,True,0.0000000000000225631383390893041853006019786193505270578552,0.0000000000000225466948337982572159853985049086569390947591,0.0000000000000489685268468886398868803156863743101811071633,0.0000000000000366209924576384582455292723995977671542781066,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,NONSYMMETRIC_D16_C02_E1eM14,NONSYMMETRIC,16,2,1e-14,8904953109658526366,3.748182123665423e-14,0.0000000000000243789843583775039652911267796902368716216706,0.00000000000005639151537601223829094573532206489494280291,0.0000000000000222188550707661209955524462503070425085393095,0.0000000000000519535434978293202046295100267933637299353613,4.90009732583557909322169747121736386626449153e-16,0.0000000000000812605094669733001655590318488768682010510297,0.00000000000007466240830117899910950412602422214262510112,4.41991107159560741926891992806084919631116825e-16,3.84161320533423612651097390506716545433537119e-16,3.01668761611449700545444169218949452453748241e-16,5.55099722832244876741383748290021607245567158e-16,2.59269269628315111686498341146846111882842283e-16,4.30458977248694102100673507697087414562433526e-16,0.0,9.77154809384689458421556721260325818441386216e-17,1.99848866093040788856423000507533999627890049e-16,2.59269269628315111686498341146846111882842283e-16,4.30458977248694102100673507697087414562433526e-16,True,True,False,False,True,True,True,True,True,0.000000000000287523545161660044619719608439226760279627992,0.00000000000028755645435243320218460734141840761485536042,0.0000000000000368226517164589051092798911722152930292905954,0.0000000000000338327666811361696273243006172991311075640068,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D16_C02_E1eM12,NONSYMMETRIC,16,2,1e-12,404179890617648820,2.904266426832789e-14,0.0000000000000445829960459664872157891204125415324075052416,0.000000000000026988592132423047973933604979870856914901699,0.0000000000000374281760782254281478937793341656156488341369,0.0000000000000219070180753847098875871025171529471044951275,3.95962251873961495969838908375116308173084545e-16,0.0000000000000719675504302634966856925643007875056305800252,0.0000000000000597311564054840995314507207596936790615023489,3.52570096688576322777706419031208715701940872e-16,3.19751800644827102166323766429035101024989127e-16,2.73600155479566720104006358550996761217534166e-16,2.41039925428882024429098823531579374155912097e-16,2.44906448227562249186614636221354912857392625e-16,1.76126760857625521275581847721410845270644678e-16,0.0,9.24182569010756684969756086517154533153812793e-17,1.52300358146439483819520984253169032614652363e-16,2.44906448227562249186614636221354912857392625e-16,1.76126760857625521275581847721410845270644678e-16,True,True,False,False,True,True,True,True,True,0.0000000000430001240057952510222792077561644312239151361,0.0000000000430001486972307031158389259099584558487385674,0.000000000000040357398279506688687139759262799276631800294,0.0000000000000334955692439121270068300788099578184050841948,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C02_E1eM8,NONSYMMETRIC,16,2,1e-8,2118387047518460664,3.5436481627721097e-14,0.0000000000000224673043380007419176050946920416974213323697,0.0000000000000234102329590793798875490849423722208097121711,0.0000000000000223987154847248796645298320634066475875119785,0.0000000000000295901359732530237747016567110535107392806377,5.53332187787457953947520677443507564880715374e-16,0.0000000000000464308694848675797591017003118574257959252561,0.0000000000000525421836457653613931790094519036658916733315,4.83008941185246327908256562502973218163668782e-16,4.8853607326611943040046095408676187012166091e-16,3.97244252221869859562836889231068900334347421e-16,4.04422581838886305817222973935071439278927155e-16,3.24649286919892177754813687174654543529814487e-16,4.29617821609604801377907831661338544272651094e-16,0.0,1.2966287844559487050021661362954416137600454e-16,1.14102145588152470784449600864384764905242988e-16,3.24649286919892177754813687174654543529814487e-16,4.29617821609604801377907831661338544272651094e-16,True,True,False,False,True,True,True,True,True,0.00000061879262115520988508675023809151594533165317,0.000000618792621148071035978451606900513966788123208,0.0000000000000186320661081659758258367798200895393979433627,0.0000000000000210844520039487137422816805386608702779390373,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C04_E1eM16,NONSYMMETRIC,16,4,1e-16,3798704294459478308,1.7202936645619315e-12,0.000000000000620402554030102205823070867396122963261712102,0.00000000000364827702762806911603728201968929010899238778,0.000000000000623394697855186581189889828580993707954121602,0.00000000000235108430402031845321495480853060155607993556,5.36595033899500623093835183634364394032252505e-16,0.00000000000426921617669207082248344672226904743664813214,0.00000000000297501559690940453502793847229522962842808941,5.51932275475253853389284569509543187416097893e-16,4.90395980912884926175447225212165751447154419e-16,4.29862097171045026629024175849638444894675432e-16,5.97792733979428572091124280948055493072211755e-16,3.25094394281968386748314443300313836401626635e-16,4.70505601768458732034268126129033857516313303e-16,0.0,1.60451683361402155820215314974747216838472817e-16,2.13015912616171043676637288703730662763587626e-16,3.25094394281968386748314443300313836401626635e-16,4.70505601768458732034268126129033857516313303e-16,True,True,False,False,True,True,True,True,True,0.000000000000450153345355148653322749481277232193572506013,0.000000000000450170343149182312049018672740104512281317358,0.00000000000176661422377342258577951262664586743494715613,0.00000000000123107021334305597811229134946418558299943465,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,NONSYMMETRIC_D16_C04_E1eM15,NONSYMMETRIC,16,4,1e-15,14489273279598202823,1.822204002395667e-12,0.00000000000204891106513008100590657704120384357037893254,0.000000000000941510617521507589864747120562094643746878479,0.00000000000276002883839285824562734727986674487450379898,0.00000000000109074514869498178006619218266932810531404117,5.01447318807269165492461098865287813812303745e-16,0.00000000000299092312997039586493681662286480350193962332,0.00000000000385127543440664729485903192363493826763165246,4.69598972963798441895133833946084564109025063e-16,4.77289921398874464523601176115808788107935034e-16,7.54471904290074560977343955398107363882955726e-16,6.04868083439029658733104509077116937619678856e-16,6.76667871736313598922984140622213986909845211e-16,4.73013928066911948073861769227744781699736989e-16,0.0,1.54895353301110260424865198815575674969120368e-16,2.00099235462912554425374264456782072578036579e-16,6.76667871736313598922984140622213986909845211e-16,4.73013928066911948073861769227744781699736989e-16,True,True,False,False,True,True,True,True,True,0.00000000000227235797774881968022999255020790068435955312,0.00000000000227236416391143374129225753025279817291299686,0.0000000000013244030227039778386343402554523032697400185,0.00000000000170537342651271188555768937554715922069749964,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D16_C04_E1eM14,NONSYMMETRIC,16,4,1e-14,11305935978951033267,4.3730137790073424e-13,0.00000000000108365747572253798076718963387771222503005818,0.00000000000248369943466358963140051041578904850729796744,0.00000000000125947868159004033025850094310560767909561987,0.00000000000254688074768376462493687226851348494718617494,4.09430021319176626331563719369270092858975064e-16,0.0000000000035677663404074467887940316133861300024208846,0.00000000000380676885929512413182170477533846189637465379,6.32190451408687714445680266455432422139656154e-16,5.83502418457520239110940635442888775451194293e-16,3.10564923349229462721844729598881362497951336e-16,5.03600969117151994524757578075513191688846116e-16,3.95626289841797415148253366798608415347503791e-16,4.47687070902153934431916615880849419659364434e-16,0.0,1.34563267154348092153719874921608091521563543e-16,2.047633588303314570908939761756469905218862e-16,3.95626289841797415148253366798608415347503791e-16,4.47687070902153934431916615880849419659364434e-16,True,True,False,False,True,True,True,True,True,0.0000000000319031564598615887188906760717224958088899439,0.0000000000319031687316121946693166794818683115183103513,0.00000000000193489296403644733231217996327863410984758987,0.000000000002064510278641737088430962728704002259825375,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C04_E1eM12,NONSYMMETRIC,16,4,1e-12,9581984742764312496,1.1357085244594086e-12,0.000000000000902581861814346196281604629879037858319522981,0.00000000000103961376244598064223455015851092463409717519,0.000000000000697427452943172800508881216359667795376892843,0.000000000000848497149670014131669652123825048043596034361,5.63923356452013709071915674481854954990610341e-16,0.00000000000194275954761677885222522670406444434737168878,0.00000000000154648852596963894588760525585919769392791781,9.28211310556840821992444794906869743357613495e-16,8.86379830508855265264931192612524612633049574e-16,7.17898915668511310419568140228236976892682569e-16,5.06530545860194002368575529348695897056720067e-16,6.20408723901632691031818423629649233388636016e-16,4.5539111077643162836248115785395612693608507e-16,0.0,1.5850896229383362448015158609866779396803893e-16,2.13832045449261320737222110346402103791436705e-16,6.20408723901632691031818423629649233388636016e-16,4.5539111077643162836248115785395612693608507e-16,True,True,False,False,True,True,True,True,True,0.00000000358168922939612681559590202216707845500240008,0.00000000358168921652136581447494463011528372283150725,0.000000000000764960824842415924281524327017190665208875876,0.000000000000608929262443352851341717890610512775600244991,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C04_E1eM8,NONSYMMETRIC,16,4,1e-8,2718985041763758048,1.1310672289863992e-12,0.00000000000072625167793249152032988535803744868780132683,0.000000000000933940408128734030813319448675688197690666205,0.000000000000399602103664682005154569840433496783316361854,0.000000000000759337964823603896564213446019777304891341845,4.4740291133798803749415027510893772846423205e-16,0.00000000000166063948897256353918069895698824582322045727,0.00000000000115938747139962388975627743672838302593616793,4.45768223990542556112786510046873714378655332e-16,4.36912793089615799345738008763323861765865447e-16,4.19825445620608227954258828677090926496785691e-16,4.49806038983748672770596752828671504529088702e-16,3.88282743961855424621815338519836167949237811e-16,4.71164934753594671558964631512681632230399699e-16,0.0,1.24941002879586827375952851853498834340875563e-16,7.58293311703945301833222012452137950518495243e-17,3.88282743961855424621815338519836167949237811e-16,4.71164934753594671558964631512681632230399699e-16,True,True,False,False,True,True,True,True,True,0.0000424186691772727696256764389680278333242491862,0.0000424186691772481382590699206473458212470277487,0.000000000000824161540244084502695491870494942107109417537,0.000000000000575394340862982650750832668021406622673720719,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C06_E1eM16,NONSYMMETRIC,16,6,1e-16,6159039519799629949,2.6929957802085534e-10,0.000000000134519957011688983299229995630713140861242054,0.0000000000551472198634413865964165250878234879996799985,0.000000000116505676961757664721754969010868914400620473,0.000000000146369715880745916537238722822425633160740381,5.30124228347893397814915603700182174538977924e-16,0.000000000189667706999358717789044335634140329043096592,0.000000000262875922966731929152391506748898247743535393,7.24841234112131857904504665648308744270565133e-16,7.48025343107866064231963421301477599892435637e-16,3.32372293685938642696638785775931601414647753e-16,6.14961536502337171638147975652649608284323448e-16,3.13719252534161708399552646999746435759142956e-16,6.27194259926860704987665416893583241303911636e-16,0.0,1.33516903676993507123366750436973015500419247e-16,2.34976323138784287501142254682211320255346343e-16,3.13719252534161708399552646999746435759142956e-16,6.27194259926860704987665416893583241303911636e-16,True,True,False,False,True,True,True,True,True,0.0000000000337830274308123854453373541184519023077593076,0.0000000000337830541352870218142090168490468396501971978,0.0000000000794430603534055703909768115676980512376939574,0.000000000110106607730402352515462606448533878977321907,RESOLUTION_LIMITED,RESOLUTION_LIMITED,0.0,True
development,NONSYMMETRIC_D16_C06_E1eM15,NONSYMMETRIC,16,6,1e-15,3600323948614462378,1.5104210684512073e-10,0.0000000000564862734585741331583250736351208881403668676,0.000000000255778948996871704203127678567603607479657559,0.0000000000314310772356835899828567671507812826539952433,0.000000000165273236603470488872838670850446621434726509,5.5732753511843692003240349597136418348136629e-16,0.000000000312265779782980955798372784606220466984207908,0.000000000196704871166689197292615470404723875452905233,5.8827403847532764782540544635043913814903352e-16,6.10756318809111203574938082175456208755761483e-16,5.49882715921128065537858944942755133997134798e-16,5.88562514834375302570234964359753193937474904e-16,5.68458770687077132159287918295517464350664118e-16,4.86321523110022726207722222942427692140591378e-16,0.0,1.90056123340209588765018064833808733997663948e-16,2.44788195547991402167604375097495254184224035e-16,5.68458770687077132159287918295517464350664118e-16,4.86321523110022726207722222942427692140591378e-16,True,True,False,False,True,True,True,True,True,0.000000000284291308005121734908874126342158550080850848,0.000000000284291280855216829130561621289254219116232263,0.000000000124409664570910780137237223989829194303827754,0.0000000000783690965379543346067153393290591598732263316,TRANSITION,TRANSITION,0.0,True
development,NONSYMMETRIC_D16_C06_E1eM14,NONSYMMETRIC,16,6,1e-14,9027180598272184340,5.5170251809628575e-11,0.0000000000315232173126344957680081081026285344621459384,0.0000000000439325878510082920570039945864704118962319138,0.0000000000351210585314877457254050563259735813485772638,0.0000000000181752698941944400339772627389949191347808347,4.77266786711107137429109469820932658820744766e-16,0.000000000075456282430429498932149531798568767291036673,0.0000000000532968056924688968665197481744383214160169193,6.34921148588246090333752357207973957229916361e-16,6.71398860989062038587184779906781062199051259e-16,6.18569603125873718678747504470581148024853894e-16,5.6201035311385264045724138684067424055604381e-16,5.57163398032297319951732766621094340856233732e-16,4.96057457489095453922588126456369101921462059e-16,0.0,1.22430024754626857196537821450440950000726457e-16,1.42850847669910903291946871842056372439975945e-16,5.57163398032297319951732766621094340856233732e-16,4.96057457489095453922588126456369101921462059e-16,True,True,False,False,True,True,True,True,True,0.00000000532939495950633911515912950014217269701623637,0.00000000532939497768161502944402473155765299226384758,0.0000000000351054396884411012964678435225096079325192189,0.0000000000247959180807588247741145162479253283340016106,OBSERVABLE,OBSERVABLE,0.0,True
development,NONSYMMETRIC_D16_C06_E1eM12,NONSYMMETRIC,16,6,1e-12,6754162651773623548,5.729693668964415e-11,0.0000000000429884800150165896172541978594053906532203135,0.0000000000481160720913515640175748075966598602794273052,0.0000000000419623746496514374900405645188527056163531484,0.0000000000254639812889783206491280052905198699600692331,4.94018009604024485989910373605769122499234183e-16,0.000000000091105046124377757659314995366438856701770118,0.0000000000674268499566393621636545597197461813455448807,9.68780273124947246838637889579230085194118282e-16,8.83905636296000040838342921709018675953222125e-16,7.99196725942106758770764094383213724406558197e-16,4.08754197718710503627650917366056460481999067e-16,7.19701091076302000484184753033108048247399407e-16,3.10000241506218834588415857152430211899560868e-16,0.0,1.48759824812027579537961236116897124883700975e-16,1.39060532571616526205045920908415016179080395e-16,7.19701091076302000484184753033108048247399407e-16,3.10000241506218834588415857152430211899560868e-16,True,True,False,False,True,True,True,True,True,0.000000411861862974518179274123687490570098222331345,0.000000411861862980360536381570365592203671226213653,0.0000000000409486730445085404560127501644381073037442547,0.0000000000303061153113972800468742100176355504762090871,OBSERVABLE,OBSERVABLE,0.0,True
